date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:50	62455/62455	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:39:42%20GMT	http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/?add-to-cart=108	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/index0e88.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/)
14:39:54	62455/62455	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:39:45%20GMT	http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/?add-to-cart=111	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/index5f6a.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/)
14:39:54	62455/62455	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:39:44%20GMT	http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/?add-to-cart=110	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/indexfc38.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/)
14:39:57	62455/62455	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:39:48%20GMT	http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/?add-to-cart=112	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/index0235.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/)
14:39:58	1250/1250	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/den-led/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/den-led/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/den-led/)
14:39:58	84783/84783	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:39:50%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-008/	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-008/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/)
14:40:01	62455/62455	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:39:54%20GMT	http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/?add-to-cart=113	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/indexf41b.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/da-quy/vong-go-phong-thuy/)
14:40:01	1274/1274	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/den-led/led-trong-nha/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/den-led/led-trong-nha/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/den-led/led-trong-nha/)
14:40:02	1281/1281	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/den-led/led-ngoai-troi/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/den-led/led-ngoai-troi/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/den-led/led-ngoai-troi/)
14:40:02	1281/1281	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/den-led/led-thoat-hiem/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/den-led/led-thoat-hiem/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/den-led/led-thoat-hiem/)
14:40:05	1281/1281	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/)
14:40:05	1269/1269	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-ban/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-ban/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-ban/)
14:40:05	39201/39201	---M--	200	added ('OK')	image/jpeg	etag:%22v4c99%22	https://3.bp.blogspot.com/-nSviP8D4gZA/XI3bS37scsI/AAAAAAAATJg/i6r47ZwJeSMWf1KhyNN_I5cYObAEQiiEwCLcBGAs/s1600/hop-tac.jpg	D:/banhang-vongda/3.bp.blogspot.com/-nSviP8D4gZA/XI3bS37scsI/AAAAAAAATJg/i6r47ZwJeSMWf1KhyNN_I5cYObAEQiiEwCLcBGAs/s1600/hop-tac.jpg	(from http://localhost/banhang-vongda/category/tin-tuc/)
14:40:08	1271/1271	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tha/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tha/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tha/)
14:40:08	46077/46077	---M--	200	added ('OK')	image/png	etag:%22v4c9b%22	https://3.bp.blogspot.com/-ZdLdBOMqNgE/XI3cWpoI3EI/AAAAAAAATJo/mG56vllF7uIWAObyf2qluiTFImpT9tzCgCLcBGAs/s1600/quang-cao.PNG	D:/banhang-vongda/3.bp.blogspot.com/-ZdLdBOMqNgE/XI3cWpoI3EI/AAAAAAAATJo/mG56vllF7uIWAObyf2qluiTFImpT9tzCgCLcBGAs/s1600/quang-cao.PNG	(from http://localhost/banhang-vongda/category/tin-tuc/)
14:40:09	1274/1274	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tran/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tran/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tran/)
14:40:10	1280/1280	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tre-em/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tre-em/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tre-em/)
14:40:13	41393/41393	---MC-	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/category/tin-tuc/feed/	D:/banhang-vongda/localhost/banhang-vongda/category/tin-tuc/feed/index.html	(from http://localhost/banhang-vongda/category/tin-tuc/)
14:40:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2007:40:11%20GMT	http://localhost/banhang-vongda/?p=137	D:/banhang-vongda/localhost/banhang-vongda/index60d6.html	(from http://localhost/banhang-vongda/lien-he/)
14:40:14	1279/1279	---M--	200	added ('OK')	application/rss+xml	etag:%22ed5097a37f0ec697258295c4f0d34e61%22	http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tuong/feed/	D:/banhang-vongda/localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tuong/feed/index.html	(from http://localhost/banhang-vongda/danh-muc-san-pham/thuong-hieu-life/den-tuong/)
14:40:15	2407/2407	---M--	200	added ('OK')	application/json	date:Tue,%2030%20Apr%202019%2007:40:08%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Flien-he%2F	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embedd33b.json	(from http://localhost/banhang-vongda/lien-he/)
14:40:17	2512/2512	---M--	200	added ('OK')	text/xml	date:Tue,%2030%20Apr%202019%2007:40:15%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Flien-he%2F&format=xml	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embedcea0	(from http://localhost/banhang-vongda/lien-he/)
14:40:18	15314/15314	---M--	200	added ('OK')	text/css	etag:%223bd2-5876679eb6b21%22	http://localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/css/select2.css?ver=3.6.2	D:/banhang-vongda/localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/css/select2822f.css	(from http://localhost/banhang-vongda/gio-hang/)
14:40:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2007:40:18%20GMT	http://localhost/banhang-vongda/?p=7	D:/banhang-vongda/localhost/banhang-vongda/indexc4f7.html	(from http://localhost/banhang-vongda/gio-hang/)
14:40:21	2412/2412	---M--	200	added ('OK')	application/json	date:Tue,%2030%20Apr%202019%2007:40:18%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fgio-hang%2F	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embed1258.json	(from http://localhost/banhang-vongda/gio-hang/)
14:40:24	2517/2517	---M--	200	added ('OK')	text/xml	date:Tue,%2030%20Apr%202019%2007:40:21%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fgio-hang%2F&format=xml	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embeda068	(from http://localhost/banhang-vongda/gio-hang/)
14:40:24	3233/3233	---M--	200	added ('OK')	application/javascript	etag:%22ca1-5876679f8c54b%22	http://localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=3.6.2	D:/banhang-vongda/localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min822f.js	(from http://localhost/banhang-vongda/gio-hang/)
14:40:24	2536/2536	---M--	200	added ('OK')	application/javascript	etag:%229e8-5876679f8772a%22	http://localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=3.6.2	D:/banhang-vongda/localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min822f.js	(from http://localhost/banhang-vongda/gio-hang/)
14:40:25	7623/7623	---M--	200	added ('OK')	application/javascript	etag:%221dc7-5876679f8a60b%22	http://localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=3.6.2	D:/banhang-vongda/localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/cart.min822f.js	(from http://localhost/banhang-vongda/gio-hang/)
14:40:28	77028/77028	---M--	200	added ('OK')	application/javascript	etag:%2212ce4-5876679fc6ed9%22	http://localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.6	D:/banhang-vongda/localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min0ba6.js	(from http://localhost/banhang-vongda/gio-hang/)
14:40:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2007:40:25%20GMT	http://localhost/banhang-vongda/?p=105	D:/banhang-vongda/localhost/banhang-vongda/indexea0f.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:28	73/73	---M--	404	error ('Not%20Found')	application/json	date:Tue,%2030%20Apr%202019%2007:40:25%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fs%E1%BA%A3n+ph%E1%BA%A9m%2Fvong-go-phong-thuy-001%2F	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embed.557129.delayed	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:31	132/132	---M--	404	error ('Not%20Found')	text/xml	date:Tue,%2030%20Apr%202019%2007:40:28%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fs%E1%BA%A3n+ph%E1%BA%A9m%2Fvong-go-phong-thuy-001%2F&format=xml	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embed38a3	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:31	27269/27269	---M--	200	added ('OK')	image/jpeg	etag:%226a85-587692a1b3ac7%22	http://localhost/banhang-vongda/wp-content/uploads/2019/04/Do-1-600x600.jpg	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/04/Do-1-600x600.jpg	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:32	1079/1079	---M--	200	added ('OK')	image/png	etag:%22437-587904d1ad024%22	http://localhost/banhang-vongda/wp-content/uploads/2019/04/left-slide.png	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/04/left-slide.png	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:32	1081/1081	---M--	200	added ('OK')	image/png	etag:%22439-587904d624df8%22	http://localhost/banhang-vongda/wp-content/uploads/2019/04/right-slide.png	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/04/right-slide.png	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:33	941/941	---M--	200	added ('OK')	image/png	etag:%22v10d4%22	https://2.bp.blogspot.com/-Lxbl7ufTllo/XJ3fTLl90kI/AAAAAAAAENM/LOaxlDx6304wtQwqOxsUxZricSW4QBCTQCLcBGAs/s1600/thanh-toan.png	D:/banhang-vongda/2.bp.blogspot.com/-Lxbl7ufTllo/XJ3fTLl90kI/AAAAAAAAENM/LOaxlDx6304wtQwqOxsUxZricSW4QBCTQCLcBGAs/s1600/thanh-toan.png	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:33	3628/3628	---M--	200	added ('OK')	image/png	etag:%22v10d1%22	https://2.bp.blogspot.com/-l9Tji3lY4z4/XJ3e8kltSnI/AAAAAAAAENA/WwyVGX8dIo8X04__hy7IjXmp_zrlnPRDgCLcBGAs/s1600/logo-ngan-hang-sacombank.png	D:/banhang-vongda/2.bp.blogspot.com/-l9Tji3lY4z4/XJ3e8kltSnI/AAAAAAAAENA/WwyVGX8dIo8X04__hy7IjXmp_zrlnPRDgCLcBGAs/s1600/logo-ngan-hang-sacombank.png	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:34	1025/1025	---M--	200	added ('OK')	image/png	etag:%22v10d2%22	https://3.bp.blogspot.com/-lt3_ozG_cRQ/XJ3e8pBe9UI/AAAAAAAAEM8/fGvZyCgK8GorJUsChmyIksveYZ-jF5vlACLcBGAs/s1600/acb-logo.png	D:/banhang-vongda/3.bp.blogspot.com/-lt3_ozG_cRQ/XJ3e8pBe9UI/AAAAAAAAEM8/fGvZyCgK8GorJUsChmyIksveYZ-jF5vlACLcBGAs/s1600/acb-logo.png	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:34	6351/6351	---M--	200	added ('OK')	application/javascript	etag:%2218cf-5876679f93e65%22	http://localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=3.6.2	D:/banhang-vongda/localhost/banhang-vongda/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min822f.js	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:34	65260/65260	---M--	200	added ('OK')	image/jpeg	etag:%22feec-587694742a767%22	http://localhost/banhang-vongda/wp-content/uploads/2019/04/58a91ef38717c_1487478515.jpg	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/04/58a91ef38717c_1487478515.jpg	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:42	73/73	---M--	404	error ('Not%20Found')	application/json	date:Tue,%2030%20Apr%202019%2007:40:35%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fs%E1%BA%A3n+ph%E1%BA%A9m%2Fvong-go-phong-thuy-002%2F	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embedc046	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:40:44	84757/84757	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:34%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/?add-to-cart=107	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/indexeea2.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:47	84272/84272	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:34%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/?add-to-cart=102	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/index0865.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:47	83371/83371	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:34%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/?add-to-cart=111	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/index5f6a.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:51	84484/84484	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:42%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/?add-to-cart=113	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/indexf41b.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:53	132/132	---M--	404	error ('Not%20Found')	text/xml	date:Tue,%2030%20Apr%202019%2007:40:47%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fs%E1%BA%A3n+ph%E1%BA%A9m%2Fvong-go-phong-thuy-002%2F&format=xml	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embed.60906d.delayed	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:40:54	83305/83305	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:44%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/?add-to-cart=98	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/index862a.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2007:40:51%20GMT	http://localhost/banhang-vongda/?p=106	D:/banhang-vongda/localhost/banhang-vongda/index153d.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:40:56	83766/83766	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:47%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/?add-to-cart=110	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/indexfc38.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-001/)
14:40:57	5852/5852	---M--	200	added ('OK')	image/jpeg	etag:%2216dc-58766a0448608%22	http://localhost/banhang-vongda/wp-content/uploads/2019/03/d3.jpg	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/03/d3.jpg	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:40:57	14472/14472	---M--	200	added ('OK')	image/jpeg	etag:%223888-58766a02f9272%22	http://localhost/banhang-vongda/wp-content/uploads/2019/03/3.jpg	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/03/3.jpg	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:40:57	16290/16290	---M--	200	added ('OK')	image/jpeg	etag:%223fa2-58766a03aae5b%22	http://localhost/banhang-vongda/wp-content/uploads/2019/03/4.jpg	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/03/4.jpg	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:41:08	84209/84209	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:57%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/?add-to-cart=94	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/index0a14.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:41:09	84068/84068	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:57%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/?add-to-cart=108	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/index0e88.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:41:12	83044/83044	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:57%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/?add-to-cart=90	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/indexd74c.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:41:12	83935/83935	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:40:58%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/?add-to-cart=107	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/indexeea2.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:41:12	73/73	---M--	404	error ('Not%20Found')	application/json	date:Tue,%2030%20Apr%202019%2007:41:08%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fs%E1%BA%A3n+ph%E1%BA%A9m%2Fvong-go-phong-thuy-003%2F	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embed.6403ba.delayed	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-003/)
14:41:14	82588/82588	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:41:09%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/?add-to-cart=113	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/indexf41b.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
14:41:17	132/132	---M--	404	error ('Not%20Found')	text/xml	date:Tue,%2030%20Apr%202019%2007:41:12%20GMT	http://localhost/banhang-vongda/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fbanhang-vongda%2Fs%E1%BA%A3n+ph%E1%BA%A9m%2Fvong-go-phong-thuy-003%2F&format=xml	D:/banhang-vongda/localhost/banhang-vongda/wp-json/oembed/1.0/embed.655a86.delayed	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-003/)
14:41:17	10091/10091	---M--	200	added ('OK')	image/jpeg	etag:%22276b-58766a1fe6d99%22	http://localhost/banhang-vongda/wp-content/uploads/2019/03/8-1.jpg	D:/banhang-vongda/localhost/banhang-vongda/wp-content/uploads/2019/03/8-1.jpg	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-003/)
14:41:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202019%2007:41:14%20GMT	http://localhost/banhang-vongda/?p=107	D:/banhang-vongda/localhost/banhang-vongda/index5a24.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-003/)
14:41:23	83441/83441	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202019%2007:41:12%20GMT	http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/?add-to-cart=100	D:/banhang-vongda/localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/index5668.html	(from http://localhost/banhang-vongda/s%e1%ba%a3n%20ph%e1%ba%a9m/vong-go-phong-thuy-002/)
